"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Screen__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Parent_Screen_Section__c","nFORCE__Number_of_Columns__c","Custom_Code_in_Screen_Section__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Validation_Service__c"
"a2F5f000000xiNREAY","","Entity Involvement for Others Involved MRF","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqqEAA","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42883777081521302","LLC_BI__Legal_Entities__c","","","","","","","false","false",""
"a2F5f000000xiNSEAY","","Connection for Others Involved MRF","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqqEAA","false","false","false","false","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42336461599359764","LLC_BI__Connection__c","","","","","","","false","false",""
"a2F5f000000xiNUEAY","","Personal Info - Locked","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq2EAA","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42997378937782244","Contact","Please navigate to your online banking to update existing information.","","{{IF=""A""}} {{COND=""A"" FIELD=""Contact.Is_existing_customer__c"" IS=""Yes""}}{{ENDIF}}","a2F5f000000xiNVEAY","","","false","false",""
"a2F5f000000xiNVEAY","","Existing Customer? Hidden (Primary Applicant)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq2EAA","false","false","true","false","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42909313017056921","Contact","","","","","","","false","false",""
"a2F5f000000xiNWEAY","","Mailing Address - Locked","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq2EAA","false","false","false","false","false","11.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42876227488752121","Contact","","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""Contact.Is_existing_customer__c"" IS=""Yes""}}{{COND=""B"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{ENDIF}}","a2F5f000000xiLnEAI","","","false","false",""
"a2F5f000000xiNXEAY","","Existing Customer? Hidden","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq3EAA","false","false","true","false","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42596566270777091","Contact","","","","","","","false","false",""
"a2F5f000000xiNYEAY","","Personal Info- Locked","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq3EAA","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42956104356690565","Contact","","","{{IF=""A""}} {{COND=""A"" FIELD=""Contact.Is_existing_customer__c"" IS=""Yes""}}{{ENDIF}}","a2F5f000000xiNXEAY","","","false","false",""
"a2F5f000000xiNZEAY","","Co Owner Mailing Address- Locked","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq3EAA","false","false","false","true","false","11.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42390661367363766","Contact","","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""Contact.Is_existing_customer__c"" IS=""Yes""}}{{COND=""B"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{ENDIF}}","a2F5f000000xiLoEAI","","","false","false",""
"a2F5f000000xiNaEAI","","EO-Connected-Biz Mailing Address Fields","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqGEAQ","false","false","true","true","false","25.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42600670919590249","Account","","","{{IF=""A""}}
{{COND=""A"" FIELD=""Account.Business_Mailing_Address_Same_as_Physica__c"" IS=""No""}}
{{ENDIF}}","a2F5f000000xiLhEAI","","","false","false",""
"a2F5f000000xiNbEAI","","Adverse Actions/Counter Offers","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqsEAA","false","false","true","false","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","42872505570890938","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiNcEAI","","Eo-BO Connection","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqGEAQ","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","4299634161759518","LLC_BI__Connection__c","","","","","","","false","false",""
"a2F5f000000xiNdEAI","","Details - EO - Summary Screen","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaquEAA","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42024746215121369","Contact","","","","","","","false","false",""
"a2F5f000000xiNeEAI","","Details - EO - Business Summary","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaquEAA","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42545462510268748","Account","","","","","","","false","false",""
"a2F5f000000xiNfEAI","","DAO Consumer CD (Interest Bearing) - Interest Pay Credit Account","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqtEAA","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42519396946515118","LLC_BI__Deposit__c","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Interest_Payment_Method_Type__c"" IS=""Credit Account""}}{{ENDIF}}","a2F5f000000xiMEEAY","","","false","false",""
"a2F5f000000xiNgEAI","","DAO Consumer CD (Interest Bearing) - Interest Pay Credit Ext. Account","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqtEAA","false","false","true","true","false","20.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42995181347008046","LLC_BI__Deposit__c","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Interest_Payment_Method_Type__c"" IS=""Credit Account at other financial institution""}}{{ENDIF}}","a2F5f000000xiMEEAY","","","false","false",""
"a2F5f000000xiNhEAI","","DEP Primary Identification- Driver License or State ID","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq2EAA","false","false","false","false","false","35.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42979426795959135","Contact","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Contact.cs_Primary_ID_Type__c"" IS=""Driver License""}}{{COND=""B"" FIELD=""Contact.cs_Primary_ID_Type__c"" IS=""State ID""}}{{ENDIF}}","a2F5f000000xiLxEAI","","","false","false",""
"a2F5f000000xiNiEAI","","DEP Primary Identification- Passport","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaq2EAA","false","false","false","false","false","35.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42921319449214013","Contact","","","{{IF=""A""}}{{COND=""A"" FIELD=""Contact.cs_Primary_ID_Type__c"" IS=""Passport""}}{{ENDIF}}","a2F5f000000xiLxEAI","","","false","false",""
"a2F5f000000xiNjEAI","","OARL Primary Identification- Driver License or State ID","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqbEAA","false","false","false","false","false","35.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42505198442758894","Contact","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Contact.cs_Primary_ID_Type__c"" IS=""Driver License""}}{{COND=""B"" FIELD=""Contact.cs_Primary_ID_Type__c"" IS=""State ID""}}{{ENDIF}}","a2F5f000000xiN3EAI","","","false","false",""
"a2F5f000000xiNkEAI","","OARL Primary Identification- Passport","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaqbEAA","false","false","false","false","false","35.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42879914738380140","Contact","","","{{IF=""A""}}{{COND=""A"" FIELD=""Contact.cs_Primary_ID_Type__c"" IS=""Passport""}}{{ENDIF}}","a2F5f000000xiN3EAI","","","false","false",""
"a2F5f000000xiNnEAI","","Collateral Summary","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarVEAQ","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","a2F5f000000xiNnEAI","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiNoEAI","","Collateral Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarWEAQ","false","false","false","false","false","10.0","slide","true","false","false","true","","false","","","MappedSObjectHierarchyScreenResource","","a2F5f000000xiNoEAI","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiNpEAI","","Certifications","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarXEAQ","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","a2F5f000000xiNpEAI","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiO1EAI","","Deposits","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xauCEAQ","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","GrandchildScreenResource","","a2F5f000000xiO1EAI","LLC_BI__Product_Package__c","","","","","","","false","false",""
"a2F5f000000xiOGEAY","","UI Config Builder - Section List","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","a2G5f000000xau5EAA","false","false","false","true","false","700.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42462740097777573","nFORCE__Screen__c","","","","","","","false","false",""
"a2F5f000000xiOHEAY","","UI Config Builder - Field Configuration","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","a2G5f000000xau5EAA","false","false","false","true","false","800.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","42325303067594960","nFORCE__Field_Configuration__c","","","","","","","false","false",""
"a2F5f000000xiOIEAY","","UI Config Builder - Add a New Conditional Screen Section","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","a2G5f000000xau5EAA","false","false","true","true","false","900.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42647477791041417","nFORCE__Screen_Section__c","","","","","","","false","false",""
"a2F5f000000xiOJEAY","","Loan Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarcEAA","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42885238446218305","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOKEAY","","Pricing","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xardEAA","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42695358678995837","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOLEAY","","Rate Structure","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xareEAA","false","false","true","true","false","2.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42632549908986914","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOMEAY","","Payment Structure","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarfEAA","false","false","true","true","false","3.0","slide","true","false","false","false","","false","","","MappedSObjectScreenResource","","42308707868520612","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiONEAY","","Referral","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xargEAA","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42013506331028383","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOOEAY","","Balance Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarhEAA","false","false","true","true","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42372651311222183","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOPEAY","","Booked Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xariEAA","false","false","true","true","false","6.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42926917196790253","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOQEAY","","Borrowing Structure","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarjEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42587232006534989","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOREAY","","Loan Information","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarkEAA","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42801463920777890","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOSEAY","","Action Taken","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarkEAA","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42852905404439403","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOTEAY","","Property Location","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarkEAA","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42945510542805521","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOUEAY","","Other","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarkEAA","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42446717634932016","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOVEAY","","HMDA","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarlEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42325058450492302","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOWEAY","","Entity Compliance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarmEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42770210918329890","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOXEAY","","Loan Compliances (HMDA Effective-2017)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarnEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42750869020719701","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOYEAY","","Entity Compliance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaroEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42069363345410374","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOZEAY","","Loan Compliances (HMDA Effective-2018)","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarpEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42769490542780298","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOaEAI","","Change Memo","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarqEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42823474164449150","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOcEAI","","Team Members","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xartEAA","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42380044911954036","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOdEAI","","Manage Bill Points","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaruEAA","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","42506910289801500","LLC_BI__Product__c","","","","","","","false","false",""
"a2F5f000000xiOeEAI","","Loan Compliance Information Section","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarvEAA","false","false","false","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42998410044192082","LLC_BI__Product_Package__c","","","","","","","false","false",""
"a2F5f000000xiOfEAI","","Loan Compliance Exposure Section","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarvEAA","false","false","false","true","false","20.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42285448724779595","LLC_BI__Product_Package__c","","","","","","","false","false",""
"a2F5f000000xiOgEAI","","Review Detail","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarxEAA","false","false","false","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42689391096569555","LLC_BI__Product_Package__c","","","","","","","false","false",""
"a2F5f000000xiOhEAI","","Account Proforma Options","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaryEAA","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42993158429096995","Account","","","","","","","false","false",""
"a2F5f000000xiOiEAI","","Scenario Proforma Options","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xaryEAA","false","false","true","true","false","20.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42484242823048594","LLC_BI__Scenario__c","","","","","","","false","false",""
"a2F5f000000xiOrEAI","","UI Collateral Summary","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xas1EAA","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42834708531386047","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiOsEAI","","UI Collateral Record Schedule","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xas1EAA","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42119708870394170","LLC_BI__Loan_Collateral2__c","","","","","","","false","false",""
"a2F5f000000xiOtEAI","","UI Related Pledged Collateral Schedule","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xas1EAA","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42882367374519413","LLC_BI__Loan_Collateral2__c","","","","","","","false","false",""
"a2F5f000000xiOuEAI","","UI Collateral Record Schedule","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarwEAA","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42151136547775130","LLC_BI__Loan_Collateral2__c","","","","","","","false","false",""
"a2F5f000000xiOvEAI","","UI Related Pledged Collateral Schedule","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2G5f000000xarwEAA","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42276061206063379","LLC_BI__Loan_Collateral2__c","","","","","","","false","false",""
"a2F5f000000xiP7EAI","","Relationship Add Debt","2021-11-10T13:29:22.000Z","0055f000005hWQQAA2","2021-11-10T13:29:22.000Z","0055f000005hWQQAA2","","","","","","a2G5f000000xapeEAA","false","false","true","false","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42987966774596763","LLC_BI__Debt__c","","","","","2.0","","false","false",""
"a2F5f000000xiPFEAY","","Applicants","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xarzEAA","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42122234802861830","LLC_BI__Legal_Entities__c","","","","","","","false","false",""
"a2F5f000000xiPGEAY","","Application Details","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xarzEAA","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42227914325179779","LLC_BI__Loan__c","","","","","","","false","false",""
"a2F5f000000xiPHEAY","","Applicant Details","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xarzEAA","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","","MappedSObjectScreenResource","","42996427351647446","Contact","","","","","","","false","false",""
"a2F5f000000xiPIEAY","","Debt Schedule","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xas2EAA","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42266324142004703","LLC_BI__Debt__c","","","","","","","false","false",""
"a2F5f000000xiPJEAY","","Asset Schedule","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xas2EAA","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42625303025803058","nRetail__Asset__c","","","","","","","false","false",""
"a2F5f000000xiPKEAY","","Income Schedule","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xas2EAA","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42457016603662885","LLC_BI__Income__c","","","","","","","false","false",""
"a2F5f000000xiPLEAY","","Add Debt","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xas2EAA","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42228081408341778","LLC_BI__Debt__c","","","","","","","false","false",""
"a2F5f000000xiPMEAY","","Add Asset","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xas2EAA","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42476008475589851","nRetail__Asset__c","","","","","","","false","false",""
"a2F5f000000xiPNEAY","","Add Income","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xas2EAA","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42617903108608703","LLC_BI__Income__c","","","","","","","false","false",""
"a2F5f000000xiPOEAY","","Underwriting_Overview","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","2021-11-10T13:29:22.000Z","0055f000005hWRcAAM","","","","","","a2G5f000000xas2EAA","false","false","true","true","false","5.0","slide","true","false","false","false","","true","","","MappedSObjectScreenResource","","42419899813245877","LLC_BI__Loan__c","","","","","","","false","false",""
